Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1782823572,21079734,44,0,0,0,0.00,1.26
1782823573,21081661,42,0,0,0,0.00,0.75
1782823574,21081932,47,0,0,0,0.00,0.76
1782823575,21081276,60,0,0,0,0.00,2.24
1782823576,21082768,53,0,0,0,0.00,0.76
1782823577,21076822,70,0,0,0,0.00,1.75
1782823578,21081460,53,0,0,0,0.00,1.26
1782823579,21077360,52,0,0,0,0.00,0.76
1782823580,21079780,38,0,0,0,0.00,1.00
1782823581,21082681,53,0,0,0,0.00,1.50
1782823582,21080645,48,0,0,0,0.00,1.25
1782823583,21078671,59,0,1,0,0.00,1.26
1782823584,21085042,53,0,0,0,0.00,1.01
1782823585,21082518,47,0,0,0,0.00,0.76
1782823586,21107295,43,0,0,0,0.00,1.25
1782823587,21078856,32,0,0,0,0.00,0.75
1782823588,21084072,49,0,0,0,0.00,0.25
1782823589,21082945,36,1,1,0,0.00,1.00
1782823590,21081204,63,0,0,0,0.00,1.75
1782823591,21082078,63,0,0,0,0.00,0.76
1782823592,21079526,43,0,2,0,0.00,1.00
1782823593,21079640,42,0,0,0,0.00,0.51
1782823594,21077161,44,0,0,0,0.00,0.76
1782823595,21080317,64,0,0,0,0.00,1.76
1782823596,21078484,44,0,0,0,0.00,1.75
1782823597,21076141,44,0,0,0,0.00,1.50
1782823598,21078132,40,0,0,0,0.00,0.75
1782823599,21079873,49,1,0,0,0.00,0.76
1782823600,21081311,40,0,0,0,0.00,0.50
1782823601,21074949,61,0,1,0,0.00,2.00
1782823602,21076981,49,0,0,0,0.00,0.76
1782823603,21080640,64,0,0,0,0.00,1.75
1782823604,21074517,34,0,0,0,0.00,1.00
1782823605,21080539,47,0,0,0,0.00,0.76
1782823606,21080114,42,0,1,0,0.00,0.75
1782823607,21077773,46,0,0,0,0.00,1.25
1782823608,21077160,68,0,0,0,0.00,1.26
1782823609,21074892,49,0,0,0,0.00,1.50
1782823610,21080238,55,2,2,0,0.00,1.26
1782823611,21082677,21,0,0,0,0.00,0.00
1782823612,21097106,72,0,0,0,0.00,1.26
1782823613,21079827,59,2,2,0,0.00,1.51
1782823614,21118339,56,0,0,0,0.00,1.26
1782823615,21080195,43,0,0,0,0.00,0.75
1782823616,21081124,60,0,0,0,0.00,0.76
1782823617,21075344,52,0,0,0,0.00,0.76
1782823618,21075772,49,0,0,0,0.00,1.25
1782823619,21077200,35,0,0,0,0.00,1.00
1782823620,21080357,60,1,1,0,0.00,1.75
1782823621,21080035,54,0,0,0,0.00,1.01
1782823622,21076910,33,1,2,0,0.00,1.00
1782823623,21078171,35,0,0,0,0.00,1.00
1782823624,21075535,35,0,0,0,0.00,0.75
1782823625,21068014,51,0,0,0,0.00,2.52
1782823626,21080346,82,0,1,0,0.00,2.74
1782823627,21082011,70,1,1,0,0.00,1.76
1782823628,21083530,52,2,2,0,0.00,1.26
1782823629,21082716,49,1,1,0,0.00,1.01
1782823630,21080661,51,0,0,0,0.00,1.01
1782823631,21082575,50,1,0,0,0.00,1.01
1782823632,21078509,41,0,0,0,0.00,1.25
1782823633,21086432,51,0,1,0,0.00,0.51
1782823634,21078636,43,0,1,0,0.00,0.76
1782823635,21112412,36,0,0,0,0.00,1.25
1782823636,21078751,42,0,0,0,0.00,1.75
1782823637,21084839,42,0,0,0,0.00,1.01
1782823638,21084061,43,0,0,0,0.00,0.75
1782823639,21076783,57,0,0,0,0.00,1.51
1782823640,21085817,40,0,0,0,0.00,1.50
1782823641,21077517,46,0,0,0,0.00,1.01
1782823642,21079487,48,1,1,0,0.00,1.01
1782823643,21073238,39,1,1,0,0.00,1.00
1782823644,21083821,42,0,0,0,0.00,0.76
1782823645,21087018,59,0,0,0,0.00,2.24
1782823646,21075642,53,0,0,0,0.00,1.26
1782823647,21076411,45,0,0,0,0.00,0.75
1782823648,21116355,56,0,0,0,0.00,1.51
1782823649,21080946,43,0,0,0,0.00,0.50
1782823650,21077577,41,0,0,0,0.00,1.25
1782823651,21079582,42,2,2,0,0.00,0.76
1782823652,21080346,61,0,0,0,0.00,1.76
1782823653,21075964,33,1,1,0,0.00,0.25
1782823654,21077633,28,0,0,0,0.00,0.50
1782823655,21075406,45,0,0,0,0.00,1.25
1782823656,21079386,45,0,1,0,0.00,1.50
1782823657,21078427,68,0,0,0,0.00,1.51
1782823658,21116227,50,0,0,0,0.00,1.26
1782823659,21079820,52,0,0,0,0.00,0.76
1782823660,21080139,46,0,0,0,0.00,1.25
1782823661,21079791,50,1,1,0,0.00,0.76
1782823662,21081223,45,0,0,0,0.00,1.75
1782823663,21080530,44,0,0,0,0.00,1.50
1782823664,21080366,50,2,2,0,0.00,0.76
1782823665,21080212,52,0,1,0,0.00,1.75
1782823666,21079546,46,0,0,0,0.00,0.76
1782823667,21075609,50,1,0,0,0.00,1.01
1782823668,21086159,48,0,0,0,0.00,1.26
1782823669,21085990,38,0,0,0,0.00,1.25
1782823670,21074320,60,0,0,0,0.00,1.75
1782823671,21076669,49,1,1,0,0.00,1.01
1782823672,21081424,47,0,0,0,0.00,1.25
1782823673,21081864,51,0,0,0,0.00,1.01
1782823674,21081898,55,0,0,0,0.00,1.26
1782823675,21078711,39,0,0,0,0.00,0.75
1782823676,21081002,51,1,1,0,0.00,0.25
1782823677,21084708,55,0,0,0,0.00,1.01
1782823678,21078320,52,0,0,0,0.00,1.75
1782823679,21080065,40,1,2,0,0.00,0.76
1782823680,21086299,46,1,1,0,0.00,1.25
1782823681,21082125,45,0,0,0,0.00,1.25
1782823682,21075199,27,1,0,0,0.00,0.25
1782823683,21076721,44,0,1,0,0.00,1.01
1782823684,21117521,51,0,0,0,0.00,1.50
1782823685,21083904,58,0,0,0,0.00,1.01
1782823686,21075244,63,0,0,0,0.00,1.26
1782823687,21075603,79,0,0,0,0.00,2.01
1782823688,21081284,40,0,0,0,0.00,1.25
1782823689,21084317,65,0,0,0,0.00,0.76
1782823690,21076265,53,0,0,0,0.00,1.75
1782823691,21079733,48,0,0,0,0.00,1.01
1782823692,21081855,37,0,0,0,0.00,1.00
1782823693,21087632,61,0,0,0,0.00,1.51
1782823694,21080866,55,2,2,0,0.00,1.75
1782823695,21080932,49,0,0,0,0.00,0.76
1782823696,21075693,64,0,0,0,0.00,1.26
1782823697,21080047,48,0,0,0,0.00,1.25
1782823698,21079826,54,0,0,0,0.00,1.50
1782823699,21075187,43,0,0,0,0.00,1.01
1782823700,21082640,61,0,0,0,0.00,1.75
1782823701,21082341,53,0,0,0,0.00,1.01
1782823702,21079916,48,0,0,0,0.00,1.25
1782823703,21078020,46,0,0,0,0.00,0.76
1782823704,21081914,61,0,0,0,0.00,1.01
1782823705,21083733,51,0,0,0,0.00,1.26
1782823706,21077019,37,0,0,0,0.00,0.25
1782823707,21079533,37,0,0,0,0.00,1.00
1782823708,21078305,36,0,0,0,0.00,0.75
1782823709,21077242,62,0,0,0,0.00,1.01
1782823710,21077177,47,0,0,0,0.00,0.51
1782823711,21077173,52,0,0,0,0.00,1.50
1782823712,21077177,46,1,2,0,0.00,1.01
1782823713,21085367,43,0,0,0,0.00,1.25
1782823714,21079138,62,0,0,0,0.00,1.26
1782823715,21086668,40,0,0,0,0.00,1.25
1782823716,21086549,45,1,1,0,0.00,1.01
1782823717,21085294,53,0,0,0,0.00,1.01
1782823718,21079203,44,0,0,0,0.00,1.00
1782823719,21079006,49,0,0,0,0.00,0.76
1782823720,21077567,50,0,0,0,0.00,1.25
1782823721,21081502,57,0,0,0,0.00,1.26
1782823722,21079923,41,0,0,0,0.00,0.75
1782823723,21082312,50,2,2,0,0.00,0.76
1782823724,21082625,51,0,0,0,0.00,1.50
1782823725,21080864,46,0,0,0,0.00,1.25
1782823726,21075100,47,1,1,0,0.00,1.50
1782823727,21079449,65,1,1,0,0.00,1.01
1782823728,21081774,45,0,0,0,0.00,0.76
1782823729,21079942,43,0,0,0,0.00,1.01
1782823730,21077701,39,1,1,0,0.00,0.00
1782823731,21077968,41,0,0,0,0.00,0.75
1782823732,21080014,52,0,0,0,0.00,0.76
1782823733,21106807,39,2,2,0,0.00,0.76
1782823734,21085015,44,0,0,0,0.00,1.01
1782823735,21076930,47,1,0,0,0.00,0.25
1782823736,21080727,58,0,0,0,0.00,1.50
1782823737,21078335,46,3,3,0,0.00,1.75
1782823738,21081628,49,0,0,0,0.00,1.01
1782823739,21076804,47,0,0,0,0.00,0.51
1782823740,21082769,53,1,0,0,0.00,0.51
1782823741,21082961,39,1,0,0,0.00,1.25
1782823742,21075869,39,0,1,0,0.00,0.50
1782823743,21078004,23,0,0,0,0.00,0.50
1782823744,21081189,41,0,0,0,0.00,0.51
1782823745,21081621,70,0,0,0,0.00,1.26
1782823746,21076593,71,0,0,0,0.00,1.26
1782823747,21081625,66,0,0,0,0.00,1.01
1782823748,21075466,51,0,0,0,0.00,0.51
1782823749,21079212,33,0,0,0,0.00,0.75
1782823750,21080048,53,1,1,0,0.00,0.51
1782823751,21077091,55,0,0,0,0.00,1.26
1782823752,21075912,43,0,0,0,0.00,0.76
1782823753,21080887,48,1,1,0,0.00,0.76
1782823754,21079359,57,0,0,0,0.00,1.26
1782823755,21081589,53,0,0,0,0.00,1.01
1782823756,21080858,72,0,0,0,0.00,2.02
1782823757,21079719,74,1,1,0,0.00,2.50
1782823758,21078378,72,0,0,0,0.00,1.52
1782823759,21076733,70,0,0,0,0.00,1.52
1782823760,21076554,56,0,0,0,0.00,1.75
1782823761,21077321,56,0,0,0,0.00,1.51
1782823762,21097574,47,0,0,0,0.00,0.76
1782823763,21077679,44,0,0,0,0.00,1.01
1782823764,21077218,54,0,0,0,0.00,0.76
1782823765,21081557,52,0,0,0,0.00,1.50
1782823766,21082830,48,0,0,0,0.00,0.75
1782823767,21077341,40,0,0,0,0.00,0.76
1782823768,21079723,40,0,0,0,0.00,0.75
1782823769,21088051,53,1,1,0,0.00,0.76
1782823770,21082376,58,0,0,0,0.00,1.50
1782823771,21082281,66,0,0,0,0.00,1.01
1782823772,21082767,45,0,0,0,0.00,1.25
1782823773,21082167,62,0,0,0,0.00,1.75
1782823774,21080741,52,0,0,0,0.00,1.26
1782823775,21075156,41,0,0,0,0.00,0.75
1782823776,21082182,49,0,0,0,0.00,1.25
1782823777,21111507,57,0,0,0,0.00,1.01
1782823778,21081466,39,0,0,0,0.00,0.50
1782823779,21079140,31,0,0,0,0.00,0.75
1782823780,21084217,43,0,0,0,0.00,0.76
1782823781,21084406,59,0,0,0,0.00,0.76
1782823782,21077206,53,0,0,0,0.00,0.76
1782823783,21077826,42,0,0,0,0.00,1.01
1782823784,21073298,52,0,0,0,0.00,2.48
1782823785,21079037,37,0,0,0,0.00,0.75
1782823786,21074315,44,0,0,0,0.00,0.51
1782823787,21074965,40,0,0,0,0.00,0.50
1782823788,21078018,38,0,0,0,0.00,0.25
1782823789,21075870,38,0,0,0,0.00,0.00
1782823790,21075812,48,0,0,0,0.00,1.50
1782823791,21082325,45,0,0,0,0.00,0.76
1782823792,21076969,41,0,0,0,0.00,1.01
1782823793,21079850,40,1,0,0,0.00,0.75
1782823794,21076958,46,1,1,0,0.00,0.76
1782823795,21128915,38,0,0,0,0.00,0.75
1782823796,21080048,41,1,1,0,0.00,0.25
1782823797,21087853,41,0,0,0,0.00,0.50
1782823798,21076083,35,1,1,0,0.00,0.25
1782823799,21075622,49,0,0,0,0.00,0.25
1782823800,21082096,44,0,0,0,0.00,1.01
1782823801,21081961,47,0,0,0,0.00,0.00
1782823802,21075532,42,0,1,0,0.00,1.00
1782823803,21081767,32,1,2,0,0.00,1.00
1782823804,21070560,44,0,0,0,0.00,1.01
1782823805,21075454,60,0,0,0,0.00,1.01
1782823806,21080460,83,1,1,0,0.00,1.52
1782823807,21079379,94,0,0,0,0.00,1.52
1782823808,21116481,57,1,1,0,0.00,1.01
1782823809,21081196,71,1,1,0,0.00,0.51
1782823810,21077063,63,0,1,0,0.00,1.01
1782823811,21075385,48,0,0,0,0.00,0.51
1782823812,21081006,57,1,1,0,0.00,1.01
1782823813,21076999,61,1,0,0,0.00,1.26
1782823814,21078623,76,1,1,0,0.00,2.24
1782823815,21082389,62,0,0,0,0.00,1.26
1782823816,21079861,46,0,0,0,0.00,0.75
1782823817,21084631,53,1,0,0,0.00,1.26
1782823818,21077742,56,0,0,0,0.00,0.51
1782823819,21081953,58,0,0,0,0.00,1.26
1782823820,21078566,43,1,1,0,0.00,1.01
1782823821,21079041,55,0,0,0,0.00,0.51
1782823822,21078950,45,0,0,0,0.00,1.00
1782823823,21073866,45,0,0,0,0.00,0.75
1782823824,21079465,56,1,1,0,0.00,1.01
1782823825,21082988,35,0,0,0,0.00,1.00
1782823826,21074331,64,0,0,0,0.00,1.26
1782823827,21079117,63,0,0,0,0.00,1.01
1782823828,21080109,46,0,0,0,0.00,1.25
1782823829,21112513,44,0,0,0,0.00,0.76
1782823830,21079872,50,1,2,0,0.00,1.25
1782823831,21077915,55,0,0,0,0.00,1.01
1782823832,21082163,57,0,0,0,0.00,0.76
1782823833,21081313,61,1,1,0,0.00,1.26
1782823834,21080834,67,1,1,0,0.00,1.01
1782823835,21080831,60,0,0,0,0.00,0.76
1782823836,21078804,47,1,2,0,0.00,1.01
1782823837,21077147,39,0,0,0,0.00,1.00
1782823838,21080029,65,0,0,0,0.00,1.76
1782823839,21078177,54,0,0,0,0.00,0.76
1782823840,21086541,53,0,0,0,0.00,0.51
1782823841,21075901,53,1,1,0,0.00,1.01
1782823842,21073652,48,0,0,0,0.00,1.26
1782823843,21077348,44,0,0,0,0.00,0.75
1782823844,21086102,53,0,2,0,0.00,0.76
1782823845,21083405,46,0,1,0,0.00,0.76
1782823846,21077329,55,0,0,0,0.00,1.25
1782823847,21077822,43,0,1,0,0.00,1.01
1782823848,21085509,42,0,1,0,0.00,1.01
1782823849,21083619,53,0,1,0,0.00,1.50
1782823850,21075486,56,0,0,0,0.00,1.01
1782823851,21074286,37,0,0,0,0.00,0.25
1782823852,21085696,50,0,0,0,0.00,1.01
1782823853,21081228,48,0,0,0,0.39,0.76
1782823854,21081402,51,0,0,0,0.00,1.50
1782823855,21077676,59,0,0,0,0.00,1.26
1782823856,21086248,54,0,0,0,0.00,1.26
1782823857,21086285,38,0,0,0,0.00,0.50
1782823858,21076797,40,0,0,0,0.00,1.25
1782823859,21110856,74,0,0,0,0.00,1.01
1782823860,21070965,36,2,2,0,0.00,0.50
1782823861,21074256,49,1,2,0,0.00,1.25
1782823862,21080418,43,0,0,0,0.00,0.51
1782823863,21075702,30,0,0,0,0.00,0.75
1782823864,21081773,33,1,0,0,0.00,0.75
1782823865,21076548,64,0,0,0,0.00,1.01
1782823866,21082319,68,0,0,0,0.00,1.51
1782823867,21127575,66,0,0,0,0.39,0.76
1782823868,21075546,70,0,0,0,0.00,1.26
1782823869,21079461,55,0,0,0,0.00,1.25
1782823870,21077445,46,0,0,0,0.00,0.51
1782823871,21075487,56,0,0,0,0.00,1.50
1782823872,21079837,45,0,0,0,0.00,0.76
1782823873,21069819,50,0,0,0,0.00,1.01
1782823874,21078452,48,1,1,0,0.00,1.50
1782823875,21079592,55,0,0,0,0.00,0.76
1782823876,21079540,56,0,0,0,0.00,1.01
1782823877,21087983,54,0,0,0,0.00,0.76
1782823878,21079089,46,1,1,0,0.00,1.75
1782823879,21079837,45,0,0,0,0.00,1.01
1782823880,21082049,47,1,1,0,0.00,1.01
1782823881,21081507,42,1,0,0,0.00,0.75
1782823882,21078992,45,0,1,0,0.00,1.01
1782823883,21134347,63,0,0,0,0.00,2.24
1782823884,21079500,50,0,0,0,0.00,1.50
1782823885,21078618,58,1,1,0,0.00,1.01
1782823886,21073106,53,0,0,0,0.00,1.01
1782823887,21074788,57,0,0,0,0.00,1.01
1782823888,21076320,44,0,1,0,0.00,0.76
1782823889,21078274,40,1,1,0,0.00,1.00
1782823890,21078568,41,1,1,0,0.00,1.01
1782823891,21080169,72,0,0,0,0.00,1.51
1782823892,21080058,43,0,0,0,0.00,1.25
1782823893,21113963,43,0,0,0,0.00,1.25
1782823894,21078292,57,1,1,0,0.00,1.26
1782823895,21075594,42,1,1,0,0.00,0.51
1782823896,21082538,54,0,0,0,0.00,1.26
1782823897,21075113,42,1,1,0,0.00,1.01
1782823898,21079725,56,0,0,0,0.00,1.01
1782823899,21078198,51,0,0,0,0.00,0.51
1782823900,21079853,46,0,0,0,0.00,1.01
1782823901,21079951,41,0,0,0,0.00,1.75
1782823902,21079066,31,0,1,0,0.00,0.50
1782823903,21075791,33,2,2,0,0.00,1.25
1782823904,21079657,44,3,3,0,0.00,1.25
1782823905,21086811,28,0,0,0,0.00,0.75
1782823906,21076314,56,1,0,0,0.00,1.50
1782823907,21077801,44,1,1,0,0.00,1.01
1782823908,21084139,51,0,0,0,0.00,1.26
1782823909,21084753,41,0,0,0,0.00,1.00
1782823910,21074800,36,1,1,0,0.00,0.50
1782823911,21077977,12,0,0,0,0.00,0.25
1782823912,21084598,60,1,1,0,0.00,1.75
1782823913,21082787,65,0,0,0,0.00,1.51
1782823914,21075774,46,0,0,0,0.00,1.25
1782823915,21077308,46,0,0,0,0.00,1.25
1782823916,21074525,42,0,0,0,0.00,1.25
1782823917,21083309,39,1,1,0,0.00,1.50
1782823918,21114183,42,0,0,0,0.00,0.76
1782823919,21080844,39,1,2,0,0.00,1.00
1782823920,21080792,39,0,0,0,0.00,0.76
1782823921,21081110,48,0,0,0,0.00,1.26
1782823922,21114975,29,1,0,0,0.00,0.50
1782823923,21074472,28,1,1,0,0.00,0.25
1782823924,21083400,44,0,0,0,0.00,1.01
1782823925,21085668,30,1,1,0,0.00,0.50
1782823926,21079087,62,0,0,0,0.00,2.00
1782823927,21078658,68,0,0,0,0.00,1.75
1782823928,21082869,84,1,1,0,0.00,1.76
1782823929,21077451,79,0,0,0,0.00,3.23
1782823930,21081465,51,0,0,0,0.00,0.51
1782823931,21079548,57,1,1,0,0.00,1.50
1782823932,21086386,47,0,0,0,0.00,1.26
1782823933,21081406,47,1,2,0,0.00,1.50
1782823934,21080234,56,0,0,0,0.00,1.50
1782823935,21079849,42,1,1,0,0.00,0.51
1782823936,21083063,38,1,0,0,0.00,0.76
1782823937,21077845,47,0,0,0,0.00,1.01
1782823938,21079300,49,0,1,0,0.00,1.25
1782823939,21079718,52,0,0,0,0.00,1.26
1782823940,21083162,53,1,2,0,0.00,1.26
1782823941,21077810,60,0,0,0,0.00,1.26
1782823942,21080536,45,0,0,0,0.00,1.50
1782823943,21082382,58,0,1,0,0.00,1.75
1782823944,21079025,58,0,0,0,0.00,0.76
1782823945,21080726,45,1,1,0,0.00,1.50
1782823946,21076234,51,0,0,0,0.00,1.25
1782823947,21083466,46,0,0,0,0.00,0.51
1782823948,21076589,62,0,0,0,0.00,0.76
1782823949,21082478,62,1,1,0,0.00,1.50
1782823950,21081341,33,0,0,0,0.00,1.00
1782823951,21078855,57,0,0,0,0.00,1.25
1782823952,21077052,30,2,2,0,0.00,1.50
1782823953,21077233,49,0,0,0,0.00,1.75
1782823954,21081846,50,0,0,0,0.00,1.01
1782823955,21075319,64,2,2,0,0.00,1.26
1782823956,21075308,39,0,0,0,0.00,0.76
1782823957,21079520,47,0,0,0,0.00,1.01
1782823958,21105144,53,0,1,0,0.00,1.25
1782823959,21078586,49,0,0,0,0.00,0.76
1782823960,21077345,48,0,0,0,0.00,1.25
1782823961,21080121,41,1,0,0,0.00,0.75
1782823962,21073995,51,2,1,0,0.00,1.75
1782823963,21079176,53,0,0,0,0.00,1.26
1782823964,21084832,53,1,1,0,0.00,1.01
1782823965,21081482,42,0,0,0,0.00,1.50
1782823966,21076627,31,0,0,0,0.00,0.25
1782823967,21076621,45,0,0,0,0.00,0.76
1782823968,21076412,55,0,0,0,0.00,1.50
1782823969,21107145,38,0,1,0,0.00,1.00
1782823970,21079342,52,0,0,0,0.00,1.50
1782823971,21080398,45,1,1,0,0.00,1.01
1782823972,21077761,47,0,0,0,0.00,1.75
1782823973,21074661,36,0,0,0,0.00,1.00
1782823974,21075629,60,1,1,0,0.00,1.01
1782823975,21081184,52,0,0,0,0.00,1.01
1782823976,21076641,47,0,0,0,0.00,1.25
1782823977,21076009,70,0,1,0,0.00,2.25
1782823978,21076111,48,0,0,0,0.00,1.25
1782823979,21074500,52,0,0,0,0.00,0.25
1782823980,21081799,39,0,0,0,0.00,0.76
1782823981,21082698,45,0,0,0,0.00,1.50
1782823982,21075946,51,0,0,0,0.00,0.76
1782823983,21077844,26,0,0,0,0.00,1.00
1782823984,21077455,43,0,0,0,0.00,1.25
1782823985,21083218,62,1,1,0,0.00,0.76
1782823986,21074089,66,0,0,0,0.00,1.26
1782823987,21112153,78,0,0,0,0.00,2.01
1782823988,21086056,54,0,0,0,0.00,1.75
1782823989,21083505,57,1,1,0,0.00,1.01
1782823990,21077990,39,0,1,0,0.00,0.75
1782823991,21078938,40,1,1,0,0.00,1.01
1782823992,21077496,51,0,0,0,0.00,1.75
1782823993,21087829,50,0,0,0,0.00,0.51
1782823994,21075980,37,0,0,0,0.00,0.75
1782823995,21080802,49,0,1,0,0.00,0.76
1782823996,21075473,40,0,1,0,0.00,1.25
1782823997,21081555,53,1,1,0,0.00,1.50
1782823998,21075506,56,0,1,0,0.00,1.01
1782823999,21080608,65,0,0,0,0.00,1.76
1782824000,21076861,44,0,0,0,0.00,0.75
1782824001,21086087,51,0,1,0,0.00,1.26
1782824002,21075683,52,1,1,0,0.00,1.50
1782824003,21076222,24,1,1,0,0.00,0.25
1782824004,21076452,59,0,0,0,0.00,2.24
1782824005,21087364,41,0,0,0,0.00,1.25
1782824006,21081146,38,0,1,0,0.00,0.50
1782824007,21079933,48,0,0,0,0.00,0.51
1782824008,21078151,30,0,0,0,0.00,0.25
1782824009,21081009,61,0,1,0,0.00,1.75
1782824010,21075019,42,1,1,0,0.00,1.25
1782824011,21115751,45,0,0,0,0.00,0.51
1782824012,21086905,40,0,0,0,0.00,1.25
1782824013,21083168,47,0,0,0,0.00,1.50
1782824014,21076467,48,0,0,0,0.00,1.25
1782824015,21086958,47,1,1,0,0.00,1.50
1782824016,21082558,56,1,1,0,0.00,0.76
1782824017,21085559,55,0,0,0,0.00,1.01
1782824018,21082418,62,0,0,0,0.00,1.01
1782824019,21080584,52,0,0,0,0.00,1.26
1782824020,21077817,46,0,0,0,0.00,1.00
1782824021,21081305,41,0,0,0,0.00,0.51
1782824022,21073183,35,0,0,0,0.00,0.51
1782824023,21078139,62,0,1,0,0.00,1.50
1782824024,21079297,43,1,2,0,0.00,1.25
1782824025,21079105,59,1,1,0,0.00,1.01
1782824026,21076054,40,1,1,0,0.00,1.25
1782824027,21078059,45,0,0,0,0.00,0.50
1782824028,21078402,44,0,0,0,0.00,1.01
1782824029,21076510,52,0,0,0,0.00,1.50
1782824030,21080196,51,0,0,0,0.00,0.76
1782824031,21077532,50,0,0,0,0.00,1.01
1782824032,21081696,49,1,2,0,0.00,0.51
1782824033,21080030,53,0,0,0,0.00,1.75
1782824034,21078682,36,0,0,0,0.00,0.75
1782824035,21081141,63,2,1,0,0.00,1.75
1782824036,21077197,45,0,0,0,0.00,0.51
1782824037,21081435,41,0,0,0,0.00,0.50
1782824038,21080157,43,0,0,0,0.00,0.50
1782824039,21078259,52,0,0,0,0.00,1.01
1782824040,21078031,64,0,0,0,0.00,1.01
1782824041,21079944,58,0,0,0,0.00,1.26
1782824042,21073528,39,0,0,0,0.00,1.25
1782824043,21075241,30,0,0,0,0.00,0.75
1782824044,21080291,37,0,0,0,0.00,1.25
1782824045,21080763,58,2,3,0,0.00,1.26
1782824046,21074625,67,1,1,0,0.00,1.51
1782824047,21074846,73,0,0,0,0.00,1.51
1782824048,21077154,65,0,0,0,0.00,1.26
1782824049,21111549,72,1,1,0,0.00,1.26
1782824050,21075950,52,1,1,0,0.00,1.50
1782824051,21076657,34,0,0,0,0.00,1.25
1782824052,21078982,62,0,0,0,0.00,1.51
1782824053,21074906,49,1,1,0,0.00,0.76
1782824054,21077709,44,1,1,0,0.00,0.76
1782824055,21078538,49,0,0,0,0.00,1.50
1782824056,21081089,54,0,0,0,0.00,1.01
1782824057,21082082,44,0,0,0,0.00,1.01
1782824058,21080632,52,0,0,0,0.00,1.01
1782824059,21076165,45,0,0,0,0.00,1.01
1782824060,21076390,46,0,0,0,0.00,0.75
1782824061,21075995,45,1,1,0,0.00,1.01
1782824062,21075239,49,1,1,0,0.00,1.01
1782824063,21077352,35,2,3,0,0.00,0.76
1782824064,21081448,63,0,1,0,0.00,1.26
1782824065,21088205,50,0,0,0,0.00,0.00
1782824066,21081529,55,0,0,0,0.00,0.76
1782824067,21077305,42,1,1,0,0.00,1.01
1782824068,21079595,55,1,1,0,0.00,1.26
1782824069,21115535,53,1,1,0,0.00,0.76
1782824070,21082887,47,0,0,0,0.00,1.01
1782824071,21078315,39,0,0,0,0.00,0.25
1782824072,21074633,40,0,0,0,0.00,1.50
1782824073,21074236,55,0,0,0,0.00,1.01
1782824074,21078635,58,0,0,0,0.00,0.51
1782824075,21078351,27,0,0,0,0.00,0.25
1782824076,21082758,48,0,0,0,0.00,1.25
1782824077,21081024,53,1,1,0,0.00,1.01
1782824078,21078669,51,0,0,0,0.00,1.25
1782824079,21082516,57,0,0,0,0.00,1.26
1782824080,21072253,50,0,0,0,0.00,0.76
1782824081,21081785,49,1,1,0,0.00,0.76
1782824082,21115592,37,1,1,0,0.00,1.25
1782824083,21077269,38,1,1,0,0.00,0.25
1782824084,21075460,39,0,0,0,0.00,1.25
1782824085,21079175,45,0,0,0,0.00,1.50
1782824086,21078833,38,1,1,0,0.00,0.76
1782824087,21080317,57,0,0,0,0.00,1.26
1782824088,21078263,41,0,0,0,0.00,0.76
1782824089,21075641,67,1,2,0,0.00,1.01
1782824090,21075367,46,0,0,0,0.00,0.76
1782824091,21077544,55,0,0,0,0.00,1.26
1782824092,21080142,47,0,0,0,0.00,0.25
1782824093,21078786,59,0,0,0,0.00,0.76
1782824094,21078007,43,0,0,0,0.00,0.76
1782824095,21075409,45,0,0,0,0.00,0.50
1782824096,21076149,45,0,0,0,0.00,1.25
1782824097,21075798,47,0,0,0,0.00,0.76
1782824098,21081233,51,0,0,0,0.00,1.50
1782824099,21078808,32,0,0,0,0.00,0.25
1782824100,21086021,46,0,0,0,0.00,1.25
1782824101,21117197,51,0,0,0,0.00,1.01
1782824102,21110773,40,0,1,0,0.00,1.25
1782824103,21078051,29,0,0,0,0.00,0.75
1782824104,21085437,34,0,1,0,0.00,0.25
1782824105,21085379,85,0,1,0,0.00,1.01
1782824106,21078137,43,0,0,0,0.00,1.01
1782824107,21079806,82,0,0,0,0.00,1.51
1782824108,21081843,61,1,1,0,0.00,1.26
1782824109,21076853,60,0,0,0,0.00,0.76
1782824110,21075512,56,0,0,0,0.00,0.76
1782824111,21116779,48,1,0,0,0.00,1.01
1782824112,21075759,46,0,0,0,0.00,0.76
1782824113,21079430,36,0,0,0,0.00,0.75
1782824114,21078522,49,0,0,0,0.00,0.76
1782824115,21081367,61,1,1,0,0.00,0.76
1782824116,21116821,51,0,0,0,0.00,1.01
1782824117,21081393,48,1,1,0,0.00,1.01
1782824118,21078729,54,0,1,0,0.00,0.76
1782824119,21081382,58,0,0,0,0.00,1.25
1782824120,21075080,49,0,0,0,0.00,2.00
1782824121,21080345,53,0,0,0,0.00,0.25
1782824122,21078686,43,0,0,0,0.00,1.01
1782824123,21115103,44,0,0,0,0.00,0.25
1782824124,21081734,54,0,0,0,0.00,1.26
1782824125,21079097,45,0,3,0,0.00,1.01
1782824126,21081099,55,0,0,0,0.00,1.26
1782824127,21079199,43,0,0,0,0.00,0.25
1782824128,21077302,41,1,1,0,0.00,1.25
